id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,classification_revenu,revenu_log,anciennete_cat
165,58,F,10312,Marié(e),Consulting,Manager,1,10,5,10,1,3,23,4,Transformation Digitale,Occasionnel,1,6,4,3,3,4,4,2,E_165,3,Non,12 %,Ultra haut revenu,9.24116051431607,Employé vétéran
167,19,M,1675,Célibataire,Commercial,Représentant Commercial,1,0,0,0,0,2,22,1,Marketing,Occasionnel,0,0,4,3,1,3,4,2,E_167,3,Oui,19 %,Bas revenu moyen,7.424165281042028,Nouvel employé 
169,22,M,2523,Marié(e),Consulting,Consultant,0,3,2,1,1,2,2,1,Entrepreunariat,Occasionnel,2,1,3,3,1,4,3,3,E_169,3,Non,14 %,Bon revenu moyen,7.8336002236611035,Employé junior
170,49,F,6567,Marié(e),Consulting,Tech Lead,1,16,15,11,0,2,20,4,Transformation Digitale,Occasionnel,1,11,3,3,2,1,3,2,E_170,3,Non,14 %,Très haut revenu,8.789964651132264,Employé très expérimenté
171,43,F,4739,Célibataire,Consulting,Assistant de Direction,4,18,3,2,0,2,28,3,Transformation Digitale,Frequent,1,2,2,4,1,3,4,3,E_171,3,Non,12 %,Haut revenu,8.463792414689122,Employé junior
174,50,F,9208,Célibataire,Commercial,Cadre Commercial,4,16,2,2,0,3,12,3,Marketing,Frequent,2,1,3,3,3,4,4,3,E_174,3,Non,11 %,Ultra haut revenu,9.127936545721367,Employé junior
175,31,F,4559,Marié(e),Commercial,Cadre Commercial,3,4,2,2,1,2,20,3,Infra & Cloud,Occasionnel,2,2,2,1,2,3,3,3,E_175,3,Oui,11 %,Haut revenu,8.425077902508432,Employé junior
176,41,M,8189,Divorcé(e),Commercial,Cadre Commercial,3,12,9,7,1,2,9,1,Infra & Cloud,Occasionnel,0,7,3,3,3,3,3,3,E_176,3,Oui,13 %,Ultra haut revenu,9.010669176847115,Employé expérimenté
177,26,F,2942,Marié(e),Ressources Humaines,Ressources Humaines,1,8,8,7,1,3,25,1,Infra & Cloud,Occasionnel,1,7,3,3,1,3,4,3,E_177,4,Non,23 %,Bon revenu moyen,7.987184748233473,Employé expérimenté
178,36,M,4941,Divorcé(e),Consulting,Tech Lead,6,7,3,2,2,0,6,2,Transformation Digitale,Occasionnel,0,1,2,3,2,2,4,3,E_178,4,Non,20 %,Haut revenu,8.505525386548555,Employé junior
179,51,M,10650,Célibataire,Consulting,Tech Lead,2,18,4,2,0,2,8,4,Infra & Cloud,Frequent,0,3,1,1,3,4,4,3,E_179,3,Non,15 %,Ultra haut revenu,9.273409063443166,Employé intermédiaire
182,39,F,5902,Marié(e),Commercial,Cadre Commercial,4,17,15,11,1,1,4,4,Infra & Cloud,Occasionnel,1,9,4,2,2,3,3,4,E_182,3,Non,14 %,Très haut revenu,8.683215975240689,Employé très expérimenté
183,25,M,8639,Marié(e),Commercial,Cadre Commercial,2,6,2,2,0,3,28,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,E_183,3,Non,18 %,Ultra haut revenu,9.064157861798101,Employé junior
184,30,M,6347,Marié(e),Ressources Humaines,Ressources Humaines,0,12,11,9,0,2,9,3,Ressources Humaines,Occasionnel,4,7,3,3,2,4,4,1,E_184,3,Oui,19 %,Très haut revenu,8.7558950816463,Employé très expérimenté
190,32,F,4200,Célibataire,Consulting,Consultant,7,10,5,4,0,2,9,3,Transformation Digitale,Occasionnel,0,4,1,3,1,1,1,4,E_190,4,Non,22 %,Haut revenu,8.343077871169383,Employé intermédiaire
192,45,M,3452,Célibataire,Consulting,Assistant de Direction,5,9,6,5,0,2,29,3,Transformation Digitale,Occasionnel,0,3,3,3,1,4,2,2,E_192,3,Non,13 %,Bon revenu moyen,8.146998697389993,Employé intermédiaire
193,38,F,4317,Célibataire,Consulting,Assistant de Direction,3,19,3,2,0,2,3,5,Entrepreunariat,Occasionnel,2,2,4,3,2,3,2,3,E_193,4,Oui,20 %,Haut revenu,8.370547611074752,Employé junior
194,30,F,2632,Célibataire,Consulting,Assistant de Direction,1,5,5,4,0,4,18,3,Infra & Cloud,Occasionnel,0,4,1,3,1,3,3,2,E_194,3,Non,14 %,Bon revenu moyen,7.87587915949631,Employé intermédiaire
195,32,M,4668,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,9,2,Transformation Digitale,Frequent,0,7,4,1,2,4,4,4,E_195,3,Non,17 %,Haut revenu,8.448700194970938,Employé expérimenté
197,30,F,3204,Divorcé(e),Consulting,Assistant de Direction,5,8,3,2,1,3,5,3,Entrepreunariat,Occasionnel,2,2,4,3,1,1,4,3,E_197,3,Non,14 %,Bon revenu moyen,8.07246736935477,Employé junior
198,30,M,2720,Célibataire,Consulting,Consultant,0,6,5,3,0,3,2,1,Transformation Digitale,Occasionnel,1,2,2,2,1,4,4,3,E_198,3,Non,13 %,Bon revenu moyen,7.908754738783246,Employé intermédiaire
199,41,M,17181,Divorcé(e),Consulting,Senior Manager,4,21,7,6,1,2,10,3,Infra & Cloud,Frequent,1,7,4,2,4,1,2,2,E_199,3,Non,13 %,Revenu exceptionnel,9.751617603198001,Employé expérimenté
200,41,M,2238,Marié(e),Consulting,Consultant,2,7,5,0,1,2,9,4,Infra & Cloud,Occasionnel,1,4,3,3,1,1,4,3,E_200,4,Non,21 %,Revenu moyen,7.713784616598755,Employé intermédiaire
201,19,F,1483,Célibataire,Consulting,Consultant,1,1,1,0,0,3,3,1,Transformation Digitale,Occasionnel,0,0,2,3,1,2,4,3,E_201,3,Non,14 %,Faible revenu,7.302496423727326,Nouvel employé 
202,40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,20,5,7,1,2,26,3,Transformation Digitale,Frequent,2,13,2,3,2,2,1,3,E_202,3,Non,11 %,Très haut revenu,8.631592731724734,Employé senior
204,35,M,7295,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,3,1,5,Marketing,Occasionnel,0,6,3,3,3,2,1,3,E_204,3,Non,13 %,Très haut revenu,8.895081531754167,Employé expérimenté
205,53,M,2306,Marié(e),Commercial,Représentant Commercial,2,13,7,7,1,3,6,2,Marketing,Occasionnel,4,5,2,3,2,3,4,1,E_205,4,Oui,20 %,Revenu moyen,7.7437032581737535,Employé expérimenté
207,32,F,8998,Célibataire,Commercial,Cadre Commercial,1,9,9,8,0,2,8,3,Marketing,Frequent,3,7,2,3,3,4,4,3,E_207,3,Non,14 %,Ultra haut revenu,9.104868739033948,Employé expérimenté
208,29,M,4319,Marié(e),Consulting,Tech Lead,1,10,10,7,1,1,1,1,Entrepreunariat,Aucun,0,9,4,3,2,3,1,3,E_208,3,Non,13 %,Haut revenu,8.371010681238156,Employé expérimenté
211,51,M,6132,Marié(e),Consulting,Tech Lead,2,10,1,0,0,2,7,4,Transformation Digitale,Occasionnel,0,0,2,2,2,3,3,3,E_211,3,Non,17 %,Très haut revenu,8.721439305625983,Nouvel employé 
214,58,F,3346,Marié(e),Consulting,Assistant de Direction,4,9,1,0,1,3,9,3,Transformation Digitale,Occasionnel,0,0,2,2,1,2,2,2,E_214,4,Oui,20 %,Bon revenu moyen,8.115819701211327,Nouvel employé 
215,40,M,10855,Marié(e),Commercial,Cadre Commercial,7,15,12,11,1,2,4,4,Marketing,Occasionnel,2,11,3,2,3,4,1,2,E_215,3,Non,11 %,Ultra haut revenu,9.292473201514705,Employé très expérimenté
216,34,F,2231,Marié(e),Commercial,Représentant Commercial,6,6,4,3,1,3,2,4,Marketing,Frequent,1,2,3,3,1,3,4,3,E_216,3,Non,18 %,Revenu moyen,7.710653323501202,Employé intermédiaire
217,22,M,2323,Marié(e),Consulting,Assistant de Direction,1,2,2,2,2,6,19,1,Transformation Digitale,Occasionnel,2,2,3,3,1,4,1,3,E_217,4,Non,24 %,Revenu moyen,7.751045117971802,Employé junior
218,27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,6,2,2,1,1,9,3,Transformation Digitale,Aucun,2,2,4,3,1,2,4,1,E_218,3,Non,18 %,Revenu moyen,7.613324979540639,Employé junior
221,28,M,2713,Marié(e),Consulting,Assistant de Direction,1,5,5,2,1,2,21,3,Transformation Digitale,Occasionnel,0,2,3,3,1,4,3,1,E_221,3,Non,11 %,Bon revenu moyen,7.906178840394815,Employé intermédiaire
223,57,M,9439,Divorcé(e),Consulting,Manager,3,12,5,3,1,2,24,2,Infra & Cloud,Occasionnel,1,4,3,4,3,4,2,1,E_223,3,Oui,16 %,Ultra haut revenu,9.152711259139547,Employé intermédiaire
224,27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,1,1,1,1,2,3,3,Transformation Digitale,Aucun,0,1,3,2,1,3,4,2,E_224,3,Oui,15 %,Bon revenu moyen,7.8504931808711405,Nouvel employé 
226,50,F,19926,Célibataire,Consulting,Senior Manager,3,21,5,4,0,5,11,3,Infra & Cloud,Occasionnel,4,4,3,3,5,2,2,3,E_226,3,Non,15 %,Revenu exceptionnel,9.899830875032585,Employé intermédiaire
227,41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,13,9,8,1,2,14,3,Infra & Cloud,Occasionnel,1,8,1,3,1,3,1,3,E_227,3,Non,12 %,Revenu moyen,7.804659297056102,Employé expérimenté
228,30,F,9419,Marié(e),Commercial,Cadre Commercial,2,12,10,9,1,2,5,3,Infra & Cloud,Occasionnel,1,4,2,3,3,4,3,3,E_228,3,Non,12 %,Ultra haut revenu,9.150590367570409,Employé expérimenté
230,38,F,8686,Célibataire,Commercial,Cadre Commercial,4,12,8,3,0,2,1,4,Infra & Cloud,Occasionnel,0,7,1,2,2,4,3,4,E_230,4,Non,22 %,Ultra haut revenu,9.06958293425992,Employé expérimenté
231,32,M,3038,Célibataire,Consulting,Assistant de Direction,3,8,5,4,0,2,6,5,Infra & Cloud,Occasionnel,1,4,3,3,1,3,1,3,E_231,4,Non,20 %,Bon revenu moyen,8.019283792916793,Employé intermédiaire
233,27,M,3058,Marié(e),Consulting,Assistant de Direction,0,6,5,2,1,3,17,3,Entrepreunariat,Occasionnel,1,1,3,3,1,2,4,2,E_233,3,Oui,16 %,Bon revenu moyen,8.025843344150903,Employé intermédiaire
235,19,F,2325,Célibataire,Commercial,Représentant Commercial,0,1,0,0,0,5,1,1,Entrepreunariat,Frequent,0,0,3,1,1,1,1,4,E_235,4,Non,21 %,Revenu moyen,7.75190533307861,Nouvel employé 
238,36,M,2088,Célibataire,Consulting,Consultant,4,13,8,7,0,3,3,2,Transformation Digitale,Frequent,1,2,4,3,1,2,3,2,E_238,3,Non,12 %,Revenu moyen,7.644440761556566,Employé expérimenté
239,30,M,3072,Divorcé(e),Consulting,Consultant,1,12,12,9,2,4,9,3,Transformation Digitale,Aucun,1,10,3,3,2,1,3,3,E_239,3,Non,11 %,Bon revenu moyen,8.030409562130485,Employé très expérimenté
240,45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,9,5,4,1,3,4,2,Infra & Cloud,Occasionnel,0,3,3,3,2,1,1,4,E_240,3,Oui,11 %,Très haut revenu,8.518592212329946,Employé intermédiaire
241,56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,19,2,2,1,3,8,3,Infra & Cloud,Occasionnel,2,2,3,3,1,1,3,3,E_241,3,Oui,18 %,Haut revenu,8.356554845453426,Employé junior
242,33,M,2500,Célibataire,Consulting,Assistant de Direction,0,4,3,1,0,2,2,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,1,4,E_242,3,Non,14 %,Bon revenu moyen,7.824445930877619,Employé junior
243,19,M,1102,Célibataire,Consulting,Consultant,1,1,1,0,0,3,2,3,Infra & Cloud,Occasionnel,1,0,2,2,1,4,3,2,E_243,4,Non,22 %,Très faible revenu,7.005789019253503,Nouvel employé 
245,38,F,2288,Célibataire,Consulting,Consultant,1,2,2,2,0,3,9,2,Infra & Cloud,Occasionnel,2,1,3,3,1,4,3,3,E_245,3,Non,12 %,Revenu moyen,7.735870319952567,Employé junior
246,31,F,3929,Marié(e),Consulting,Assistant de Direction,8,7,4,2,1,0,12,1,Transformation Digitale,Occasionnel,0,2,3,3,1,4,3,3,E_246,4,Oui,23 %,Haut revenu,8.276394704863307,Employé intermédiaire
247,34,F,2311,Célibataire,Consulting,Assistant de Direction,2,9,3,2,0,3,27,2,Transformation Digitale,Occasionnel,1,2,4,3,1,2,4,3,E_247,3,Non,15 %,Revenu moyen,7.7458682297922685,Employé junior
248,41,F,3140,Célibataire,Commercial,Représentant Commercial,1,4,4,3,0,5,20,2,Marketing,Occasionnel,0,2,2,3,1,2,4,2,E_248,4,Oui,22 %,Bon revenu moyen,8.052296499538647,Employé intermédiaire
249,50,M,3690,Marié(e),Consulting,Consultant,2,5,3,2,1,2,1,3,Transformation Digitale,Occasionnel,0,2,3,2,1,3,4,2,E_249,3,Non,15 %,Haut revenu,8.213652703029998,Employé junior
250,53,F,4450,Divorcé(e),Consulting,Tech Lead,1,5,4,2,2,3,13,2,Transformation Digitale,Occasionnel,1,3,4,4,2,1,3,3,E_250,3,Non,11 %,Haut revenu,8.400884069015854,Employé intermédiaire
252,33,F,2756,Marié(e),Consulting,Assistant de Direction,1,8,8,7,1,5,14,3,Transformation Digitale,Occasionnel,1,6,4,3,1,2,4,3,E_252,3,Non,13 %,Bon revenu moyen,7.921898411023797,Employé expérimenté
253,40,F,19033,Marié(e),Consulting,Senior Manager,1,21,5,8,1,2,4,1,Transformation Digitale,Occasionnel,1,9,4,3,5,3,2,3,E_253,3,Non,14 %,Revenu exceptionnel,9.85398213263229,Employé senior
254,55,M,18722,Célibataire,Consulting,Directeur Technique,8,10,5,3,0,3,14,4,Transformation Digitale,Occasionnel,2,3,3,4,5,2,4,3,E_254,3,Non,11 %,Revenu exceptionnel,9.837507993602152,Employé senior
256,34,M,9547,Marié(e),Consulting,Tech Lead,1,10,10,9,0,2,2,1,Infra & Cloud,Frequent,1,9,4,2,2,3,3,2,E_256,3,Non,17 %,Ultra haut revenu,9.16408698745872,Employé expérimenté
258,51,F,13734,Célibataire,Consulting,Manager,3,21,7,7,0,6,3,3,Transformation Digitale,Occasionnel,1,0,4,3,4,2,3,3,E_258,3,Non,18 %,Revenu exceptionnel,9.527702598529375,Employé expérimenté
259,52,M,19999,Marié(e),Consulting,Senior Manager,0,10,5,3,1,5,1,4,Infra & Cloud,Occasionnel,1,9,3,2,5,3,1,3,E_259,3,Non,14 %,Revenu exceptionnel,9.903487552536127,Employé vétéran
260,27,F,2279,Célibataire,Consulting,Assistant de Direction,1,7,7,7,0,2,9,3,Transformation Digitale,Occasionnel,0,3,4,3,1,2,4,2,E_260,3,Non,16 %,Revenu moyen,7.731930721948486,Employé expérimenté
261,35,M,5916,Marié(e),Consulting,Tech Lead,3,8,1,0,0,1,23,2,Infra & Cloud,Occasionnel,0,1,2,2,2,3,1,3,E_261,3,Oui,13 %,Très haut revenu,8.685584842676693,Nouvel employé 
262,43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,7,5,4,3,3,7,3,Transformation Digitale,Aucun,2,2,4,4,1,4,4,4,E_262,3,Non,14 %,Revenu moyen,7.644919344958857,Employé intermédiaire
264,45,M,16792,Marié(e),Consulting,Senior Manager,1,21,5,8,1,1,2,2,Transformation Digitale,Aucun,1,8,1,2,4,4,4,3,E_264,4,Non,23 %,Revenu exceptionnel,9.728717411895008,Employé senior
267,37,M,3564,Marié(e),Consulting,Assistant de Direction,1,8,8,7,1,3,21,3,Infra & Cloud,Occasionnel,1,7,2,4,1,1,1,2,E_267,3,Oui,12 %,Haut revenu,8.178919332848396,Employé expérimenté
269,35,F,4425,Célibataire,Consulting,Consultant,5,10,6,2,0,5,2,3,Transformation Digitale,Frequent,1,2,2,3,2,2,4,3,E_269,3,Non,11 %,Haut revenu,8.395251520610994,Employé intermédiaire
270,42,F,5265,Divorcé(e),Consulting,Tech Lead,2,11,5,3,1,5,21,2,Transformation Digitale,Aucun,0,2,3,3,2,3,2,3,E_270,3,Non,16 %,Très haut revenu,8.569026340056254,Employé intermédiaire
271,38,M,6553,Marié(e),Consulting,Tech Lead,1,14,1,0,0,3,2,4,Infra & Cloud,Occasionnel,0,0,4,3,2,3,2,3,E_271,3,Non,14 %,Très haut revenu,8.787830829258759,Nouvel employé 
273,38,M,6261,Marié(e),Consulting,Tech Lead,3,9,7,7,1,3,29,3,Entrepreunariat,Occasionnel,1,7,4,3,2,4,1,1,E_273,3,Non,18 %,Très haut revenu,8.742254901886351,Employé expérimenté
274,27,M,4298,Marié(e),Consulting,Tech Lead,5,6,2,2,1,1,1,1,Entrepreunariat,Frequent,2,0,3,2,2,1,3,3,E_274,3,Non,19 %,Haut revenu,8.366137716496281,Employé junior
275,49,M,6804,Divorcé(e),Consulting,Tech Lead,1,7,7,7,2,0,18,4,Infra & Cloud,Aucun,1,7,4,3,2,4,1,3,E_275,3,Oui,15 %,Très haut revenu,8.825412915085566,Employé expérimenté
277,34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,4,10,4,Transformation Digitale,Frequent,2,0,4,3,1,3,4,4,E_277,3,Oui,17 %,Haut revenu,8.246958032568177,Employé intermédiaire
281,40,M,2741,Marié(e),Consulting,Consultant,8,15,7,2,1,2,19,2,Transformation Digitale,Occasionnel,3,7,3,3,2,4,3,4,E_281,3,Oui,15 %,Bon revenu moyen,7.91644286012226,Employé expérimenté
282,38,M,6673,Marié(e),Consulting,Manager,7,17,1,0,0,2,29,1,Transformation Digitale,Occasionnel,0,0,2,3,2,1,2,3,E_282,3,Oui,19 %,Très haut revenu,8.80597465931132,Nouvel employé 
283,29,F,7639,Marié(e),Commercial,Cadre Commercial,1,10,10,4,3,3,27,3,Marketing,Occasionnel,1,9,2,3,3,4,4,2,E_283,4,Non,22 %,Très haut revenu,8.941152882160566,Employé expérimenté
284,22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,1,2,5,3,Infra & Cloud,Occasionnel,2,2,4,4,1,2,1,2,E_284,3,Oui,16 %,Revenu moyen,7.753194269884341,Employé intermédiaire
286,36,F,2153,Célibataire,Consulting,Consultant,1,8,8,1,0,2,18,1,Transformation Digitale,Frequent,1,7,2,3,1,4,1,3,E_286,3,Non,13 %,Revenu moyen,7.675081857716334,Employé expérimenté
287,40,M,4876,Marié(e),Consulting,Manager,1,5,3,2,1,5,9,5,Infra & Cloud,Aucun,0,2,4,2,2,4,4,1,E_287,3,Non,14 %,Haut revenu,8.492285555710053,Employé junior
288,46,M,9396,Divorcé(e),Consulting,Manager,7,17,4,2,1,3,1,4,Transformation Digitale,Occasionnel,0,3,4,3,3,1,3,3,E_288,3,Non,16 %,Ultra haut revenu,9.148145768383065,Employé intermédiaire
291,32,M,10400,Marié(e),Commercial,Cadre Commercial,1,14,14,8,0,2,4,4,Transformation Digitale,Occasionnel,1,8,4,1,3,4,3,2,E_291,3,Non,11 %,Ultra haut revenu,9.249657234353133,Employé très expérimenté
292,30,M,8474,Célibataire,Consulting,Tech Lead,1,12,11,8,0,2,1,1,Infra & Cloud,Aucun,1,8,3,2,3,3,3,3,E_292,4,Non,22 %,Ultra haut revenu,9.044875932248651,Employé très expérimenté
293,27,F,9981,Célibataire,Commercial,Cadre Commercial,1,7,7,7,0,2,20,3,Infra & Cloud,Frequent,0,7,4,3,2,3,4,3,E_293,3,Non,14 %,Ultra haut revenu,9.208538750029554,Employé expérimenté
296,51,M,12490,Marié(e),Consulting,Directeur Technique,5,16,10,9,2,5,8,4,Infra & Cloud,Occasionnel,4,7,2,2,3,2,4,1,E_296,3,Non,16 %,Revenu exceptionnel,9.43276366396591,Employé expérimenté
297,30,F,2657,Célibataire,Consulting,Assistant de Direction,5,8,5,2,0,5,3,3,Entrepreunariat,Occasionnel,0,4,4,3,1,1,3,3,E_297,3,Oui,11 %,Bon revenu moyen,7.885329239273191,Employé intermédiaire
298,41,F,13591,Célibataire,Commercial,Senior Manager,3,16,1,0,0,3,6,3,Infra & Cloud,Occasionnel,0,0,4,3,3,4,3,3,E_298,3,Oui,18 %,Revenu exceptionnel,9.517236663351769,Nouvel employé 
299,30,F,6696,Célibataire,Commercial,Cadre Commercial,5,9,6,3,0,5,26,4,Marketing,Frequent,0,1,3,2,2,1,3,2,E_299,3,Non,15 %,Très haut revenu,8.80941494391005,Employé intermédiaire
300,29,M,2058,Célibataire,Consulting,Assistant de Direction,0,7,6,2,0,1,1,3,Entrepreunariat,Occasionnel,1,5,3,3,1,3,4,2,E_300,3,Non,14 %,Revenu moyen,7.629975707027789,Employé intermédiaire
302,45,F,8865,Célibataire,Commercial,Cadre Commercial,6,21,5,7,0,2,6,3,Transformation Digitale,Aucun,1,8,4,2,3,4,4,3,E_302,3,Non,12 %,Ultra haut revenu,9.089979015305,Employé senior
303,54,F,5940,Marié(e),Commercial,Cadre Commercial,2,16,6,2,1,4,3,3,Marketing,Occasionnel,0,5,4,3,2,1,4,3,E_303,3,Non,14 %,Très haut revenu,8.689632748355741,Employé intermédiaire
304,36,M,5914,Célibataire,Consulting,Consultant,8,16,13,11,0,3,5,2,Infra & Cloud,Occasionnel,3,7,4,3,2,2,4,4,E_304,3,Non,16 %,Très haut revenu,8.685246776412487,Employé très expérimenté
305,33,F,2622,Marié(e),Consulting,Assistant de Direction,6,7,3,2,0,3,4,4,Transformation Digitale,Occasionnel,1,1,3,2,1,2,4,3,E_305,4,Non,21 %,Bon revenu moyen,7.872073979866873,Employé junior
306,37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,10,10,8,3,1,11,3,Autre,Frequent,0,7,2,3,3,4,3,3,E_306,3,Oui,14 %,Revenu exceptionnel,9.40804303080844,Employé expérimenté
308,31,M,4345,Marié(e),Consulting,Tech Lead,0,6,5,4,1,2,1,4,Transformation Digitale,Aucun,1,4,3,1,2,3,4,3,E_308,3,Non,12 %,Haut revenu,8.377011160816375,Employé intermédiaire
309,59,M,2177,Marié(e),Consulting,Assistant de Direction,3,7,1,0,1,6,3,3,Infra & Cloud,Occasionnel,0,0,3,2,1,4,1,3,E_309,3,Non,17 %,Revenu moyen,7.686162303492906,Nouvel employé 
311,37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,13,9,8,1,2,4,4,Marketing,Frequent,1,8,1,3,1,4,3,3,E_311,3,Non,17 %,Bon revenu moyen,7.935229539816907,Employé expérimenté
312,29,F,7918,Marié(e),Commercial,Cadre Commercial,1,11,11,10,1,5,1,1,Transformation Digitale,Frequent,4,1,2,3,3,4,4,3,E_312,3,Non,14 %,Très haut revenu,8.977020214210413,Employé très expérimenté
314,35,F,8789,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,3,1,3,Marketing,Frequent,0,8,3,3,3,3,1,4,E_314,3,Non,14 %,Ultra haut revenu,9.081369990679223,Employé expérimenté
315,29,M,2389,Célibataire,Consulting,Assistant de Direction,1,4,4,3,0,3,18,1,Transformation Digitale,Occasionnel,0,1,3,2,1,4,3,2,E_315,3,Oui,13 %,Revenu moyen,7.779048644925556,Employé intermédiaire
316,52,F,3212,Célibataire,Consulting,Consultant,7,6,2,2,0,3,2,3,Infra & Cloud,Occasionnel,2,2,3,2,1,4,2,2,E_316,3,Non,15 %,Bon revenu moyen,8.074960359115858,Employé junior
319,42,M,19232,Marié(e),Consulting,Senior Manager,1,21,5,3,0,3,4,2,Entrepreunariat,Occasionnel,1,3,3,3,5,4,4,3,E_319,3,Non,11 %,Revenu exceptionnel,9.864382832655368,Employé senior
321,59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,7,2,2,0,2,6,2,Transformation Digitale,Occasionnel,2,2,2,3,1,3,4,2,E_321,3,Non,17 %,Revenu moyen,7.7266536648476425,Employé junior
323,50,F,19517,Divorcé(e),Commercial,Senior Manager,3,10,7,0,1,3,1,4,Transformation Digitale,Occasionnel,0,6,4,3,5,4,3,2,E_323,3,Non,11 %,Revenu exceptionnel,9.879092395701406,Employé expérimenté
325,33,M,2436,Marié(e),Consulting,Consultant,5,8,5,4,1,2,14,3,Transformation Digitale,Occasionnel,0,4,3,3,1,4,3,1,E_325,3,Oui,13 %,Revenu moyen,7.798523053625206,Employé intermédiaire
328,33,F,2707,Marié(e),Consulting,Consultant,7,13,9,7,0,3,2,2,Infra & Cloud,Occasionnel,1,7,1,3,1,1,1,4,E_328,4,Non,20 %,Bon revenu moyen,7.903965634032166,Employé expérimenté
329,52,M,19068,Célibataire,Commercial,Senior Manager,1,10,5,7,0,2,2,4,Infra & Cloud,Aucun,1,12,1,2,5,3,4,4,E_329,3,Oui,18 %,Revenu exceptionnel,9.855819258834627,Employé vétéran
330,32,F,3931,Marié(e),Commercial,Représentant Commercial,2,6,4,3,1,5,4,2,Infra & Cloud,Occasionnel,1,2,3,3,1,2,1,3,E_330,3,Non,11 %,Haut revenu,8.276903481267057,Employé intermédiaire
331,32,M,3730,Célibataire,Consulting,Consultant,0,4,3,2,0,2,1,3,Infra & Cloud,Occasionnel,1,2,4,2,1,3,4,1,E_331,3,Oui,14 %,Haut revenu,8.224431573221159,Employé junior
332,39,F,2232,Divorcé(e),Consulting,Consultant,7,7,3,2,3,1,1,4,Transformation Digitale,Occasionnel,1,2,3,3,1,3,3,3,E_332,3,Non,14 %,Revenu moyen,7.711101251840158,Employé junior
333,32,M,4465,Marié(e),Commercial,Cadre Commercial,0,4,3,2,0,2,26,4,Marketing,Aucun,2,2,3,3,2,4,1,3,E_333,3,Non,18 %,Haut revenu,8.404248432400102,Employé junior
334,41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,17,1,0,2,2,19,2,Infra & Cloud,Occasionnel,0,0,3,3,2,1,1,2,E_334,3,Non,16 %,Bon revenu moyen,8.030409562130485,Nouvel employé 
335,40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,9,9,8,2,3,24,2,Entrepreunariat,Occasionnel,4,7,1,3,2,4,1,3,E_335,3,Non,17 %,Bon revenu moyen,8.107720061910534,Employé expérimenté
337,31,M,13675,Divorcé(e),Consulting,Directeur Technique,1,9,2,2,1,3,3,4,Transformation Digitale,Frequent,2,2,2,3,3,3,1,3,E_337,3,Non,12 %,Revenu exceptionnel,9.523397750759193,Employé junior
338,33,F,2911,Marié(e),Consulting,Assistant de Direction,1,2,2,2,1,2,5,4,Infra & Cloud,Occasionnel,0,2,3,2,1,4,3,2,E_338,3,Non,13 %,Bon revenu moyen,7.976595409316577,Employé junior
339,34,M,5957,Marié(e),Consulting,Tech Lead,6,13,11,9,1,3,2,4,Infra & Cloud,Occasionnel,1,9,4,2,2,1,2,3,E_339,3,Non,13 %,Très haut revenu,8.692490133273228,Employé très expérimenté
340,37,F,3920,Marié(e),Consulting,Assistant de Direction,2,17,3,1,1,2,1,2,Transformation Digitale,Occasionnel,0,2,3,2,1,1,1,2,E_340,3,Non,14 %,Haut revenu,8.27410200229233,Employé junior
341,45,M,6434,Marié(e),Consulting,Tech Lead,4,9,3,2,1,1,7,4,Infra & Cloud,Frequent,0,2,1,4,2,3,4,3,E_341,3,Non,17 %,Très haut revenu,8.769507120030227,Employé junior
342,37,M,10048,Divorcé(e),Consulting,Tech Lead,6,17,1,0,2,5,10,3,Transformation Digitale,Frequent,0,0,1,3,3,3,2,3,E_342,3,Non,11 %,Ultra haut revenu,9.21522840604896,Nouvel employé 
